"","GeoUID","Type","Region Name","Area (sq km)","Population","Dwellings","Households","CSD_UID","CD_UID","CT_UID","CMA_UID","v_CA21_5904: Degree in medicine, dentistry, veterinary medicine or optometry","v_CA21_5907: Master's degree","v_CA21_5910: Earned doctorate","v_CA21_6519: Did not work","v_CA21_6526: Worked full year full time","v_CA21_6522: Worked","v_CA21_6570: 0 Legislative and senior management occupations","v_CA21_6573: 1 Business, finance and administration occupations","v_CA21_6576: 2 Natural and applied sciences and related occupations","v_CA21_6579: 3 Health occupations","v_CA21_6582: 4 Occupations in education, law and social, community and government services","v_CA21_6585: 5 Occupations in art, culture, recreation and sport","v_CA21_6588: 6 Sales and service occupations","v_CA21_6591: 7 Trades, transport and equipment operators and related occupations","v_CA21_6594: 8 Natural resources, agriculture and related production occupations","v_CA21_6597: 9 Occupations in manufacturing and utilities","v_CA21_7635: Car, truck or van","v_CA21_7644: Public transit","v_CA21_7647: Walked","v_CA21_7650: Bicycle","v_CA21_7653: Other method"
"155","35240272","DA","35240272",2.937,1430,547,536,"3524001","3524","5350612.03","35535",10,170,20,420,235,785,25,215,125,50,85,25,140,60,0,10,235,35,0,0,15
"156","35240273","DA","35240273",0.0589,251,80,80,"3524001","3524","5350612.03","35535",0,10,0,80,55,135,0,45,15,20,10,15,20,10,0,0,60,0,0,0,0
"157","35240274","DA","35240274",0.1387,498,167,155,"3524001","3524","5350612.03","35535",0,35,10,135,45,240,10,55,35,10,45,15,50,10,0,0,55,0,10,0,0
"158","35240275","DA","35240275",0.157,572,164,163,"3524001","3524","5350612.03","35535",0,35,10,235,125,270,15,95,35,10,40,0,45,10,10,0,95,15,0,0,0
"159","35240276","DA","35240276",0.2116,486,145,145,"3524001","3524","5350612.03","35535",10,40,0,125,85,225,0,65,50,15,15,0,30,25,0,0,95,25,0,0,0
"160","35240277","DA","35240277",0.1153,642,249,236,"3524001","3524","5350612.03","35535",0,25,10,265,90,300,0,65,45,25,20,10,105,20,0,15,140,25,0,10,0
"161","35240278","DA","35240278",0.0626,265,81,80,"3524001","3524","5350612.03","35535",0,25,0,85,40,150,10,55,25,20,10,15,20,0,0,0,55,0,0,0,0
"162","35240279","DA","35240279",0.141,475,155,154,"3524001","3524","5350612.03","35535",0,45,0,170,70,250,10,80,20,20,20,0,50,35,0,0,120,0,0,0,10
"163","35240280","DA","35240280",0.0983,581,188,182,"3524001","3524","5350612.03","35535",15,80,0,160,105,315,10,75,40,20,20,15,85,25,0,25,140,30,10,0,10
"164","35240281","DA","35240281",0.1361,562,173,169,"3524001","3524","5350612.03","35535",0,70,0,135,110,320,10,130,40,0,40,15,70,15,0,0,120,10,0,0,10
"165","35240282","DA","35240282",0.0871,346,104,102,"3524001","3524","5350612.03","35535",0,45,0,110,70,195,0,65,35,0,30,0,45,10,0,0,95,0,0,0,0
"166","35240284","DA","35240284",0.498,1274,528,513,"3524001","3524","5350612.14","35535",0,175,30,350,200,755,15,180,90,35,105,20,195,65,0,15,305,40,40,0,0
"167","35240285","DA","35240285",0.3008,593,175,173,"3524001","3524","5350612.14","35535",10,95,0,155,105,355,10,110,45,30,70,20,70,15,0,0,175,0,20,0,0
"168","35240286","DA","35240286",0.439,780,247,240,"3524001","3524","5350612.13","35535",0,65,0,280,115,375,15,80,35,25,45,15,105,20,15,0,140,10,15,0,0
"169","35240287","DA","35240287",0.1578,606,188,184,"3524001","3524","5350612.13","35535",0,50,0,215,95,310,20,60,25,15,50,10,55,10,0,15,110,0,0,0,0
"170","35240288","DA","35240288",0.0952,363,117,115,"3524001","3524","5350612.13","35535",15,35,0,90,45,170,10,20,25,15,20,10,45,0,0,0,30,10,0,0,0
"171","35240289","DA","35240289",0.2719,954,465,457,"3524001","3524","5350612.13","35535",15,60,20,280,120,500,0,130,80,55,30,10,120,35,0,20,210,15,0,0,0
"172","35240290","DA","35240290",0.1236,572,256,254,"3524001","3524","5350612.13","35535",0,30,0,285,90,215,10,55,35,0,10,20,35,15,0,0,80,0,10,0,0
"173","35240291","DA","35240291",0.2353,544,179,178,"3524001","3524","5350612.05","35535",0,65,10,160,95,285,10,95,40,15,55,0,30,20,0,15,105,10,10,0,0
"174","35240292","DA","35240292",0.2694,951,305,301,"3524001","3524","5350612.05","35535",0,60,10,275,140,430,20,110,50,25,70,15,100,35,0,0,135,0,0,0,0
"175","35240293","DA","35240293",1.2844,716,282,278,"3524001","3524","5350612.05","35535",0,75,0,400,120,300,0,105,25,0,20,0,105,15,0,15,95,0,0,0,0
"176","35240297","DA","35240297",0.0868,403,147,146,"3524001","3524","5350612.05","35535",0,35,0,165,45,200,0,40,10,15,25,0,65,20,0,10,115,0,10,0,0
"177","35240298","DA","35240298",0.3467,661,216,213,"3524001","3524","5350612.05","35535",0,60,0,165,130,350,10,115,35,0,40,15,65,25,0,10,90,15,0,0,0
"178","35240299","DA","35240299",0.2253,600,194,194,"3524001","3524","5350612.05","35535",0,50,0,155,115,365,25,85,40,15,50,15,90,25,0,0,125,10,0,0,0
"179","35240301","DA","35240301",0.9905,1084,361,357,"3524001","3524","5350612.14","35535",0,135,15,315,165,540,25,130,100,20,55,15,110,45,0,10,210,10,0,0,20
"180","35240302","DA","35240302",0.1603,629,187,185,"3524001","3524","5350612.14","35535",0,65,10,140,115,385,10,90,70,0,55,15,85,25,0,10,130,15,0,0,0
"181","35240303","DA","35240303",0.0917,407,126,125,"3524001","3524","5350612.14","35535",0,45,0,120,80,240,0,75,10,0,25,0,90,30,0,0,100,0,15,0,0
"182","35240304","DA","35240304",0.1297,488,153,153,"3524001","3524","5350612.13","35535",0,45,10,155,75,220,10,60,25,0,40,0,45,0,0,0,80,10,0,0,0
"183","35240305","DA","35240305",0.0737,324,99,99,"3524001","3524","5350612.14","35535",0,30,10,95,55,175,0,55,40,15,10,10,45,10,0,10,45,15,0,0,0
"184","35240307","DA","35240307",0.1042,1008,423,415,"3524001","3524","5350612.05","35535",0,30,10,390,55,360,0,40,20,30,30,30,135,45,0,10,160,0,25,0,0
"185","35240510","DA","35240510",0.1603,547,188,186,"3524001","3524","5350610.06","35535",10,35,15,175,75,310,0,70,25,20,40,15,65,20,0,0,115,0,10,0,0
"186","35240577","DA","35240577",0.6841,627,217,202,"3524001","3524","5350609.00","35535",20,45,0,190,80,280,55,75,10,35,20,10,40,25,0,0,130,10,0,0,15
"187","35240578","DA","35240578",0.396,584,197,185,"3524001","3524","5350609.00","35535",0,40,0,170,75,285,10,50,45,20,40,0,45,10,0,10,75,0,0,0,0
"188","35240579","DA","35240579",0.4339,511,201,195,"3524001","3524","5350609.00","35535",0,35,15,230,85,210,15,20,30,15,25,10,60,20,0,0,95,15,0,0,0
"189","35240580","DA","35240580",0.3265,609,202,193,"3524001","3524","5350609.00","35535",0,85,0,165,105,330,20,65,50,20,20,15,90,10,0,0,120,10,0,0,0
"190","35240581","DA","35240581",0.316,612,189,187,"3524001","3524","5350609.00","35535",10,30,0,140,105,355,25,105,20,25,25,20,95,30,10,0,150,0,20,0,0
"191","35240582","DA","35240582",0.2216,493,191,185,"3524001","3524","5350610.04","35535",10,35,10,160,85,245,35,55,15,0,30,0,45,35,0,0,100,10,0,0,0
"192","35240583","DA","35240583",0.2159,522,189,174,"3524001","3524","5350610.04","35535",0,40,0,170,80,245,0,90,20,0,20,20,30,35,0,10,120,10,0,0,0
"193","35240584","DA","35240584",0.3688,669,272,253,"3524001","3524","5350605.00","35535",0,40,0,210,95,375,10,85,20,25,40,10,110,30,0,0,130,0,15,0,10
"194","35240585","DA","35240585",0.8123,805,329,314,"3524001","3524","5350605.00","35535",10,65,10,370,120,355,70,115,25,10,45,20,50,15,10,0,200,10,10,0,0
"195","35240586","DA","35240586",0.2036,532,231,222,"3524001","3524","5350605.00","35535",0,40,0,220,95,325,20,90,20,25,15,30,105,25,0,0,115,0,10,10,0
"196","35240587","DA","35240587",0.1439,538,299,284,"3524001","3524","5350605.00","35535",0,45,0,235,70,240,15,75,20,0,40,0,60,15,0,0,60,0,0,0,0
"197","35240588","DA","35240588",0.0729,248,178,146,"3524001","3524","5350603.00","35535",0,30,0,125,45,115,10,25,0,0,15,0,35,0,0,0,30,0,0,0,0
"198","35240589","DA","35240589",0.1498,856,519,504,"3524001","3524","5350603.00","35535",10,35,10,420,90,325,0,40,40,15,60,15,65,50,0,10,150,25,20,0,0
"199","35240600","DA","35240600",2.1642,1025,392,380,"3524001","3524","5350614.02","35535",0,80,10,250,165,630,0,125,70,55,85,15,140,70,10,15,285,35,10,20,0
"200","35240601","DA","35240601",0.6641,1856,966,895,"3524001","3524","5350613.04","35535",10,110,15,845,230,825,0,200,105,25,90,75,235,90,0,10,330,100,25,0,25
"201","35240602","DA","35240602",0.7209,870,305,302,"3524001","3524","5350612.05","35535",0,75,0,250,145,465,0,140,60,25,65,15,60,50,0,0,165,0,0,0,10
"202","35240604","DA","35240604",0.1181,396,124,123,"3524001","3524","5350612.12","35535",0,30,0,90,70,250,0,50,25,15,40,0,55,40,10,0,110,15,0,0,0
"203","35240605","DA","35240605",0.0999,439,139,139,"3524001","3524","5350612.12","35535",10,35,0,100,80,305,0,85,45,0,45,0,75,35,0,10,150,0,0,0,0
"204","35240606","DA","35240606",0.0804,369,112,110,"3524001","3524","5350612.12","35535",0,15,10,70,75,195,0,55,35,10,25,0,45,15,0,0,85,0,0,0,0
"205","35240607","DA","35240607",0.127,592,196,193,"3524001","3524","5350612.12","35535",0,50,15,165,100,310,0,55,75,25,40,10,50,30,0,0,120,25,0,0,10
"206","35240608","DA","35240608",0.0621,321,99,99,"3524001","3524","5350612.12","35535",0,20,0,55,75,225,0,60,20,20,35,0,40,15,0,0,105,0,0,0,0
"207","35240609","DA","35240609",0.1117,439,130,129,"3524001","3524","5350612.12","35535",0,35,10,85,60,275,20,70,15,15,40,15,80,30,0,0,100,10,0,0,0
"208","35240610","DA","35240610",0.1707,409,127,126,"3524001","3524","5350612.27","35535",0,50,0,110,80,255,0,45,45,20,40,15,25,25,10,0,85,0,0,0,15
"209","35240611","DA","35240611",0.2353,1051,333,332,"3524001","3524","5350612.27","35535",10,90,15,225,180,505,15,160,90,50,50,10,135,35,0,0,220,15,15,0,0
"210","35240612","DA","35240612",0.0674,349,110,109,"3524001","3524","5350612.27","35535",10,40,0,135,60,200,0,55,20,15,30,10,60,10,0,0,105,0,0,0,0
"211","35240613","DA","35240613",0.2169,469,145,143,"3524001","3524","5350612.27","35535",0,35,0,55,115,315,0,95,50,15,40,0,35,30,0,0,120,0,0,0,0
"212","35240614","DA","35240614",0.1672,369,111,110,"3524001","3524","5350612.27","35535",0,40,0,90,70,210,15,55,20,20,20,10,45,20,0,0,90,0,0,0,0
"213","35240615","DA","35240615",0.2346,924,322,317,"3524001","3524","5350613.03","35535",15,65,0,280,145,545,10,100,50,35,70,60,145,25,10,15,245,15,25,0,0
"214","35240616","DA","35240616",0.2355,565,183,183,"3524001","3524","5350600.02","35535",0,40,0,185,135,370,15,85,65,20,50,20,55,20,0,10,140,20,0,0,0
"215","35240619","DA","35240619",1.2597,1269,411,404,"3524001","3524","5350612.11","35535",10,115,0,435,280,690,80,165,75,25,70,25,140,50,20,25,325,25,10,0,0
"216","35240620","DA","35240620",0.1717,381,117,116,"3524001","3524","5350612.11","35535",0,55,0,125,70,205,10,60,40,10,20,10,35,20,0,0,60,0,0,0,0
"217","35240688","DA","35240688",0.1401,1190,379,368,"3524001","3524","5350612.22","35535",0,140,20,230,205,580,10,180,110,30,75,20,135,25,0,15,235,10,10,0,10
"218","35240689","DA","35240689",0.0943,779,230,229,"3524001","3524","5350612.23","35535",0,95,15,175,140,425,10,105,65,25,35,10,110,30,0,10,180,15,10,0,0
"219","35240691","DA","35240691",0.2696,1138,389,374,"3524001","3524","5350612.23","35535",15,90,10,310,150,445,0,90,95,35,50,10,105,30,0,25,180,10,0,0,0
"220","35240695","DA","35240695",0.074,612,210,207,"3524001","3524","5350612.21","35535",0,55,10,130,115,365,15,100,65,15,35,10,100,20,0,20,185,10,10,0,0
"221","35240696","DA","35240696",0.2295,775,210,209,"3524001","3524","5350612.21","35535",0,90,0,180,150,480,10,105,55,55,60,20,125,50,0,10,210,20,0,0,0
"222","35240697","DA","35240697",0.2133,938,304,301,"3524001","3524","5350612.21","35535",10,90,0,220,165,490,10,125,90,10,55,20,145,20,0,15,190,15,10,0,15
"223","35240698","DA","35240698",0.2319,1127,357,356,"3524001","3524","5350612.20","35535",0,85,15,305,170,535,0,135,85,25,65,25,155,15,0,25,225,20,10,0,0
"224","35240699","DA","35240699",0.1922,990,294,294,"3524001","3524","5350612.18","35535",0,90,15,215,180,590,15,160,75,40,35,15,120,100,0,0,235,25,0,0,0
"225","35240700","DA","35240700",0.0984,590,183,182,"3524001","3524","5350612.19","35535",0,45,0,180,110,305,0,95,60,0,20,10,70,35,0,0,125,25,20,0,0
"226","35240701","DA","35240701",0.0953,563,162,160,"3524001","3524","5350612.19","35535",0,45,0,145,115,360,25,75,60,15,35,0,105,10,0,10,145,15,15,0,0
"227","35240705","DA","35240705",0.1924,685,226,224,"3524001","3524","5350612.19","35535",0,100,15,145,125,445,0,90,100,35,50,15,90,35,0,0,150,0,0,0,0
"228","35240706","DA","35240706",0.1277,606,205,200,"3524001","3524","5350612.19","35535",10,45,0,205,85,285,0,85,45,10,25,10,75,0,0,0,145,0,0,0,0
"229","35240707","DA","35240707",0.1768,722,216,210,"3524001","3524","5350612.20","35535",0,95,15,180,150,435,10,100,40,30,30,35,75,70,0,10,195,15,0,0,0
"230","35240708","DA","35240708",0.2033,760,210,209,"3524001","3524","5350612.20","35535",10,60,10,175,145,510,30,120,50,30,55,30,110,45,0,10,215,10,0,0,0
"231","35240709","DA","35240709",0.1883,681,222,220,"3524001","3524","5350612.20","35535",0,65,15,205,125,375,10,90,80,20,40,10,80,25,10,0,140,10,0,0,10
"232","35240710","DA","35240710",0.1798,581,189,187,"3524001","3524","5350612.20","35535",0,75,0,140,115,345,10,65,35,20,55,0,65,50,0,10,165,0,0,0,10
"233","35240711","DA","35240711",0.1415,670,206,205,"3524001","3524","5350612.23","35535",0,70,0,140,135,440,0,95,60,25,50,15,150,35,0,15,190,15,0,0,10
"234","35240712","DA","35240712",0.0971,511,163,160,"3524001","3524","5350612.23","35535",0,40,0,175,100,270,0,65,20,15,30,15,80,25,10,0,110,0,0,0,0
"235","35240713","DA","35240713",0.4946,869,267,263,"3524001","3524","5350612.18","35535",10,75,10,175,175,515,15,115,85,35,80,0,115,45,0,15,240,20,10,0,0
"236","35240714","DA","35240714",0.1028,563,176,175,"3524001","3524","5350612.18","35535",0,55,0,110,120,295,0,40,45,30,45,10,70,15,0,10,145,0,0,0,0
"237","35240715","DA","35240715",0.166,898,311,304,"3524001","3524","5350612.18","35535",10,95,0,210,175,535,10,120,70,25,70,30,125,55,0,25,240,25,20,0,25
"238","35240716","DA","35240716",0.2302,762,188,188,"3524001","3524","5350612.18","35535",0,70,0,145,90,355,10,75,65,20,30,0,95,30,0,15,155,15,10,0,0
"239","35240760","DA","35240760",4.2032,44,20,17,"3524001","3524","5350612.10","35535",0,0,0,0,0,55,0,20,0,0,0,0,0,0,0,0,45,0,0,0,0
"240","35240761","DA","35240761",0.3946,328,106,104,"3524001","3524","5350612.18","35535",0,30,0,120,55,170,0,50,20,0,30,0,50,15,0,0,75,0,0,0,0
"241","35240762","DA","35240762",0.3542,524,153,153,"3524001","3524","5350612.19","35535",10,40,10,105,120,275,20,65,25,45,30,0,55,35,0,0,150,15,0,0,20
"242","35240765","DA","35240765",0.0703,431,132,129,"3524001","3524","5350612.20","35535",0,55,10,90,95,275,0,100,45,10,25,10,85,30,0,0,125,10,0,0,0
"243","35240766","DA","35240766",0.1502,1040,372,368,"3524001","3524","5350612.19","35535",0,115,10,240,200,635,10,150,100,20,60,30,155,85,10,0,245,25,0,0,0
"244","35240767","DA","35240767",0.2171,823,250,246,"3524001","3524","5350612.11","35535",0,65,10,135,165,530,0,90,65,30,60,20,150,65,0,25,250,0,10,0,20
"245","35240768","DA","35240768",0.1497,492,137,136,"3524001","3524","5350612.11","35535",0,60,10,110,100,300,20,55,45,25,35,10,70,30,0,10,125,0,0,0,0
"246","35240769","DA","35240769",0.0861,454,134,132,"3524001","3524","5350612.11","35535",0,45,0,100,80,230,10,35,60,20,30,15,70,20,0,0,120,0,15,0,0
"247","35240770","DA","35240770",1.0685,1162,306,302,"3524001","3524","5350612.28","35535",40,120,25,365,215,620,55,155,70,85,105,0,120,35,0,15,260,25,0,0,15
"248","35240771","DA","35240771",0.1581,778,221,215,"3524001","3524","5350612.29","35535",20,95,10,240,130,355,0,110,65,35,50,0,75,15,0,0,145,15,10,0,0
"249","35240772","DA","35240772",0.2587,876,228,225,"3524001","3524","5350612.28","35535",25,100,15,205,140,510,25,160,40,65,45,10,105,15,0,15,155,0,0,0,0
"250","35240773","DA","35240773",0.1773,954,236,232,"3524001","3524","5350612.29","35535",25,90,10,205,145,470,15,90,90,60,35,20,120,15,0,15,205,10,0,0,10
"251","35240774","DA","35240774",0.2762,917,276,272,"3524001","3524","5350612.28","35535",0,80,15,225,165,485,0,130,100,20,70,35,85,35,0,10,160,10,0,0,10
"252","35240776","DA","35240776",0.1969,1655,717,682,"3524001","3524","5350612.29","35535",25,170,10,640,235,765,20,175,115,40,80,35,195,65,0,25,310,35,0,0,10
"253","35240777","DA","35240777",0.1902,784,217,214,"3524001","3524","5350612.25","35535",20,100,0,200,150,420,20,100,85,25,55,10,60,15,0,0,155,25,0,0,0
"254","35240779","DA","35240779",0.4706,865,250,244,"3524001","3524","5350612.25","35535",25,110,10,275,150,460,40,135,65,50,30,20,65,25,0,20,165,10,0,0,0
"255","35240786","DA","35240786",0.6738,2067,1156,925,"3524001","3524","5350612.26","35535",20,255,20,335,425,1170,25,225,270,45,115,75,255,130,0,40,500,30,35,0,0
"256","35240787","DA","35240787",0.2197,1627,688,649,"3524001","3524","5350612.26","35535",15,160,0,355,265,770,10,230,115,40,105,40,145,75,15,0,310,30,0,0,25
"257","35240788","DA","35240788",0.0734,654,230,226,"3524001","3524","5350612.26","35535",0,100,10,135,145,370,0,100,20,10,55,10,115,35,0,0,140,10,15,0,0
"258","35240789","DA","35240789",0.0851,1464,756,732,"3524001","3524","5350612.26","35535",20,110,30,465,240,845,15,235,60,45,160,40,190,70,10,20,320,20,30,0,10
"259","35240790","DA","35240790",0.0752,561,226,222,"3524001","3524","5350612.26","35535",0,85,0,135,90,355,0,115,40,15,35,25,90,10,10,10,130,20,0,10,0
"260","35240816","DA","35240816",0.3146,524,206,203,"3524001","3524","5350612.08","35535",0,35,0,160,95,255,0,50,45,20,35,15,55,25,0,25,130,15,10,0,0
"261","35240817","DA","35240817",0.1466,651,170,166,"3524001","3524","5350612.08","35535",20,55,0,145,80,295,0,65,30,45,60,0,75,20,0,15,130,10,15,0,0
"262","35240818","DA","35240818",0.1041,542,151,149,"3524001","3524","5350612.08","35535",0,75,0,185,90,310,20,65,45,30,15,0,60,35,0,10,135,15,10,0,0
"263","35240819","DA","35240819",0.2803,913,296,291,"3524001","3524","5350612.08","35535",20,125,0,235,170,545,15,125,100,40,65,10,140,45,0,0,220,15,0,0,0
"264","35240820","DA","35240820",0.1368,638,214,212,"3524001","3524","5350612.08","35535",0,30,15,165,70,265,0,55,55,15,20,0,90,15,0,15,110,0,15,0,0
"265","35240849","DA","35240849",0.1209,870,240,231,"3524001","3524","5350612.22","35535",20,65,0,200,125,410,0,130,60,30,55,10,75,30,0,10,150,30,10,0,20
"266","35240850","DA","35240850",0.2362,1022,283,281,"3524001","3524","5350612.21","35535",0,100,10,220,195,635,30,145,85,40,70,10,185,55,0,15,250,10,15,0,0
"267","35240851","DA","35240851",0.1143,652,180,179,"3524001","3524","5350612.21","35535",15,50,0,160,90,370,10,100,45,35,50,15,85,15,0,10,145,0,0,0,0
"268","35240852","DA","35240852",0.1054,619,197,196,"3524001","3524","5350612.23","35535",0,35,15,140,135,390,15,80,60,10,65,20,100,25,0,0,185,0,0,0,15
"269","35240853","DA","35240853",0.507,873,231,229,"3524001","3524","5350612.23","35535",15,85,0,200,160,480,15,125,65,40,40,15,100,55,0,10,235,0,0,0,0
"270","35240854","DA","35240854",0.1285,610,167,167,"3524001","3524","5350612.22","35535",10,65,20,165,130,380,10,105,40,30,80,0,85,25,0,10,165,25,0,0,20
"271","35240855","DA","35240855",0.1366,1001,269,268,"3524001","3524","5350612.22","35535",0,130,0,200,185,490,10,120,95,20,75,0,120,50,0,0,200,15,0,0,15
"272","35240857","DA","35240857",0.0799,503,152,149,"3524001","3524","5350612.22","35535",0,65,10,125,85,300,10,65,50,25,55,10,60,20,0,0,105,0,0,0,0
"273","35240858","DA","35240858",0.1275,367,106,105,"3524001","3524","5350612.23","35535",0,55,0,75,50,175,0,45,40,15,35,10,25,15,0,10,50,0,0,0,20
"274","35240859","DA","35240859",0.12,723,193,192,"3524001","3524","5350612.29","35535",10,85,10,220,105,375,10,75,115,20,35,15,45,35,0,10,130,20,0,0,10
"275","35240861","DA","35240861",0.1902,1086,291,289,"3524001","3524","5350612.25","35535",0,100,10,345,135,565,15,105,80,45,50,25,140,55,0,0,270,10,0,0,10
"276","35240952","DA","35240952",27.3068,1255,556,420,"3524001","3524","5350615.00","35535",30,90,20,280,175,630,0,105,110,60,60,15,175,60,0,25,295,15,0,0,10
"277","35240953","DA","35240953",5.6372,967,282,270,"3524001","3524","5350615.00","35535",15,105,15,260,135,485,10,125,90,15,60,15,115,45,10,0,200,0,10,0,0
"278","35240954","DA","35240954",0.2283,995,347,332,"3524001","3524","5350615.00","35535",10,95,0,205,170,580,0,130,120,15,85,25,145,60,0,10,230,25,0,0,0
"279","35240955","DA","35240955",0.1346,915,253,244,"3524001","3524","5350615.00","35535",0,110,20,215,155,450,15,135,110,10,20,10,75,65,0,10,185,15,0,0,0
"280","35240956","DA","35240956",0.149,554,233,220,"3524001","3524","5350615.00","35535",10,60,10,95,125,350,0,100,60,30,30,20,70,25,0,15,185,10,0,0,0
"281","35240957","DA","35240957",1.782,1701,532,484,"3524001","3524","5350615.00","35535",0,235,10,325,300,825,10,265,175,40,75,35,225,25,0,10,295,0,0,0,25
"282","35240958","DA","35240958",0.1683,733,228,215,"3524001","3524","5350615.00","35535",10,115,15,95,140,390,0,110,70,20,35,20,80,30,0,0,150,20,0,0,0
"283","35240959","DA","35240959",0.1338,666,196,187,"3524001","3524","5350615.00","35535",10,55,0,250,100,335,10,95,45,25,45,10,60,40,0,0,125,0,0,0,0
"284","35240960","DA","35240960",0.0827,1004,445,418,"3524001","3524","5350615.00","35535",0,150,10,280,215,570,10,155,90,45,35,0,165,90,0,15,300,20,0,0,10
"285","35240961","DA","35240961",0.2593,1419,526,497,"3524001","3524","5350615.00","35535",25,155,15,320,290,810,10,200,120,65,100,15,200,80,0,10,350,15,20,0,20
"286","35240962","DA","35240962",2.4456,1248,447,380,"3524001","3524","5350615.00","35535",30,115,10,445,185,510,20,100,140,50,25,0,110,35,0,20,210,25,0,0,10
"287","35240963","DA","35240963",0.2491,1682,476,461,"3524001","3524","5350615.00","35535",55,180,20,350,275,895,10,260,135,75,115,40,185,55,0,25,290,30,15,0,30
"288","35240964","DA","35240964",0.1661,1042,298,284,"3524001","3524","5350615.00","35535",25,170,15,215,180,505,0,175,130,45,45,0,75,20,0,10,170,20,0,0,0
"289","35240965","DA","35240965",0.2678,1866,502,493,"3524001","3524","5350615.00","35535",15,245,20,420,345,955,20,255,185,85,100,25,205,70,0,10,355,35,0,0,15
"290","35240966","DA","35240966",0.2821,1061,364,339,"3524001","3524","5350615.00","35535",10,110,30,210,180,505,0,125,105,30,70,15,105,70,0,0,260,10,0,0,0
"291","35240967","DA","35240967",0.2162,1381,499,481,"3524001","3524","5350615.00","35535",20,165,25,280,250,655,15,170,120,60,45,30,130,60,0,20,270,10,0,0,0
"292","35240968","DA","35240968",0.4234,1383,420,407,"3524001","3524","5350615.00","35535",20,165,35,400,220,625,15,115,120,50,50,10,175,80,10,25,315,10,25,0,15
"293","35240969","DA","35240969",0.1195,841,221,215,"3524001","3524","5350615.00","35535",0,110,15,160,135,410,10,100,70,40,45,10,85,35,0,0,170,15,0,0,0
"294","35240970","DA","35240970",0.0814,604,186,179,"3524001","3524","5350615.00","35535",10,90,10,165,110,275,10,90,35,20,30,10,70,20,0,0,115,0,20,0,0
"295","35240978","DA","35240978",0.1404,1066,586,548,"3524001","3524","5350612.15","35535",10,80,0,285,210,725,0,160,95,75,75,30,195,85,10,25,365,25,20,0,20
"296","35240979","DA","35240979",0.2115,1065,322,315,"3524001","3524","5350612.15","35535",10,65,35,235,200,560,10,165,65,55,75,30,105,35,0,25,255,35,0,0,20
"297","35240980","DA","35240980",0.5517,1297,402,396,"3524001","3524","5350612.15","35535",20,150,15,300,265,680,40,235,90,40,55,20,120,45,0,15,240,30,0,0,10
"298","35240981","DA","35240981",0.0945,409,114,113,"3524001","3524","5350612.15","35535",0,45,0,95,80,200,0,45,30,30,35,0,25,20,0,10,60,20,0,0,0
"299","35240982","DA","35240982",0.8636,1594,482,475,"3524001","3524","5350612.15","35535",40,115,15,275,290,850,45,260,100,80,85,20,165,55,0,10,305,30,0,0,0
"300","35240983","DA","35240983",0.3474,1034,317,315,"3524001","3524","5350612.15","35535",20,125,10,235,215,615,20,175,65,35,75,30,130,35,0,15,180,20,0,0,0
"301","35240984","DA","35240984",0.0946,495,169,168,"3524001","3524","5350612.15","35535",0,40,0,200,70,205,15,60,45,10,25,15,30,10,0,0,100,0,0,0,0
"302","35240985","DA","35240985",1.7478,1029,317,315,"3524001","3524","5350612.15","35535",40,100,10,190,195,660,35,140,70,70,100,20,130,45,0,15,255,10,0,0,15
"303","35240986","DA","35240986",0.3518,1459,507,496,"3524001","3524","5350612.22","35535",10,150,0,295,270,770,20,210,150,95,75,30,115,60,0,15,300,25,10,0,30
"304","35240987","DA","35240987",0.2718,1184,300,298,"3524001","3524","5350612.22","35535",15,115,10,315,210,640,30,185,105,60,40,0,160,20,0,35,230,25,20,0,15
"305","35240988","DA","35240988",0.2103,1400,466,459,"3524001","3524","5350612.22","35535",10,185,15,275,245,770,15,150,135,70,110,20,200,60,0,20,360,30,15,0,25
"306","35241030","DA","35241030",1.1646,2893,912,902,"3524001","3524","5350610.05","35535",40,245,35,775,525,1515,35,400,185,115,175,40,330,135,10,20,565,35,0,0,25
"307","35241031","DA","35241031",0.7369,2578,873,851,"3524001","3524","5350610.06","35535",45,295,25,585,435,1495,50,370,215,140,130,35,390,105,0,10,565,40,0,0,30
"308","35241034","DA","35241034",0.2062,1289,387,382,"3524001","3524","5350612.21","35535",25,115,10,245,210,670,10,180,90,50,60,15,190,65,0,0,260,30,35,0,25
"309","35241035","DA","35241035",0.1339,756,229,225,"3524001","3524","5350612.21","35535",10,100,10,140,125,380,0,100,75,10,35,20,85,35,0,10,150,10,10,0,10
"310","35241036","DA","35241036",0.149,878,216,215,"3524001","3524","5350612.21","35535",0,95,0,190,160,485,30,140,75,25,55,10,95,40,0,20,175,15,0,0,0
"311","35241045","DA","35241045",0.1356,418,159,158,"3524001","3524","5350610.05","35535",0,20,0,75,85,260,0,70,30,10,25,25,50,35,0,0,100,15,0,0,0
"312","35241046","DA","35241046",0.5295,1109,486,475,"3524001","3524","5350610.06","35535",35,55,20,425,175,575,35,185,65,50,75,10,80,45,0,0,265,20,15,0,15
